,,total,total,total,dem,dem,dem,gop,gop,gop,AGE18PLUS_TOT,AGE18PLUS_TOT,AGE18PLUS_TOT,turnout,turnout,turnout,winner,winner,winner,repturnout,repturnout,repturnout,demturnout,demturnout,demturnout
Michigan,CRAWFORD COUNTY,6814,6844,7861,2994,2110,2672,3744,4354,5087,11265,11199,11495,0.6048823790501553,0.6111259933922671,0.6838625489343193,red,red,red,0.33235685752330224,0.3887847129207965,0.4425402348847325,0.26577896138482027,0.1884096794356639,0.23244889082209658
Michigan,DELTA COUNTY,18050,18492,21151,8330,6436,7606,9534,11121,13207,29280,28856,28815,0.6164617486338798,0.6408372608816191,0.734027416276245,red,red,red,0.32561475409836066,0.3853964513446077,0.45833767135172654,0.2844945355191257,0.2230385361796507,0.26395974318931115
Michigan,DICKINSON COUNTY,12810,13165,14589,4952,3923,4744,7688,8580,9617,20817,20424,20178,0.6153624441562184,0.6445848021934979,0.7230151650312221,red,red,red,0.3693135418167844,0.4200940070505288,0.4766081871345029,0.23788249987990584,0.19207794751273014,0.2351075428684706
Michigan,EATON COUNTY,54788,56221,64304,27913,24938,31299,26197,27609,31798,83724,85857,87545,0.654388227987196,0.654821389053892,0.734525101376435,blue,red,red,0.3128971382160432,0.3215695866382473,0.3632189159860643,0.33339305336582103,0.29045971790302477,0.3575189902335941
Michigan,EMMET COUNTY,17709,18802,22176,7225,6972,9662,10253,10616,12135,25700,26335,27161,0.6890661478599222,0.7139548129865199,0.8164647840653879,red,red,red,0.39894941634241243,0.4031137269793051,0.4467803100033136,0.2811284046692607,0.26474273780140495,0.35573064320164943
Michigan,GENESEE COUNTY,202933,196296,221316,128978,102751,119390,71808,84175,98714,317379,315004,315340,0.6394027330100606,0.6231539916953436,0.7018329422210947,blue,blue,blue,0.22625315474558808,0.2672188289672512,0.3130398934483415,0.40638479546535844,0.32618950870465135,0.3786072176063931
Michigan,GLADWIN COUNTY,12583,12472,14603,5760,3794,4524,6661,8124,9893,20565,20391,20722,0.611864818867007,0.6116423912510421,0.704709970080108,red,red,red,0.3238998298079261,0.3984110637045756,0.47741530740276034,0.2800875273522976,0.1860624785444559,0.21831869510664995
Michigan,GOGEBIC COUNTY,7576,7329,8266,4058,2925,3570,3444,4018,4600,13423,12905,11633,0.5644043805408627,0.5679194110809763,0.7105647726295883,blue,red,red,0.2565745362437607,0.3113521890740023,0.3954268030602596,0.30231691872159727,0.22665633475397132,0.306885584114158
Michigan,GRAND TRAVERSE COUNTY,47999,51589,60227,20875,20965,28683,26534,27413,30502,70224,73149,74544,0.6835127591706539,0.7052591286278691,0.8079389353938613,red,red,red,0.37784802916381866,0.3747556357571532,0.4091811547542391,0.2972630439735703,0.2866067888829649,0.38477945911139727
Michigan,GRATIOT COUNTY,16035,16465,19126,7610,5666,6693,8241,9880,12102,33269,32608,32861,0.4819802218281283,0.5049374386653582,0.5820273272268038,red,red,red,0.2477080765878145,0.3029931305201178,0.36827850643620097,0.22874147103910547,0.17376104023552502,0.20367609019810717
Michigan,HILLSDALE COUNTY,19100,19940,23288,7106,4799,5883,11727,14095,17037,35708,35662,35791,0.5348941413688809,0.5591385788794796,0.6506663686401609,red,red,red,0.3284138008289459,0.39523862935337334,0.4760135229526976,0.1990030245323177,0.13456900902921878,0.16437093123969712
Michigan,HOUGHTON COUNTY,15282,15624,18501,6801,6018,7750,8196,8475,10378,29206,28955,28440,0.5232486475381771,0.5395959247107581,0.6505274261603375,red,red,red,0.2806272683695131,0.29269556207908826,0.3649085794655415,0.2328631103197973,0.20783975133828356,0.27250351617440227
Michigan,HURON COUNTY,15484,15917,18437,6518,4579,5490,8806,10692,12731,25941,25404,25035,0.5968929493851433,0.6265548732483074,0.736448971439984,red,red,red,0.33946262672988703,0.4208786017949929,0.508528060714999,0.2512624802436298,0.180247205164541,0.21929298981426004
Michigan,INGHAM COUNTY,127910,131138,144505,80847,79110,94212,45306,43868,47639,225609,231854,234887,0.5669543324956008,0.565605941670189,0.6152107183454172,blue,blue,blue,0.20081645679028762,0.189205275733867,0.20281667354940885,0.3583500658218422,0.3412061038412104,0.4010949946144316
Michigan,IONIA COUNTY,25761,26854,32205,11018,8352,10901,14315,16635,20657,48629,49536,50447,0.5297456250385573,0.5421107881136951,0.6383927686482843,red,red,red,0.2943716712249892,0.3358163759689923,0.4094792554562214,0.22657262127537067,0.1686046511627907,0.21608817174460324
Michigan,IOSCO COUNTY,13344,13361,15359,6242,4345,5373,6909,8345,9759,21084,21008,20954,0.632896983494593,0.6359958111195735,0.7329865419490312,red,red,red,0.32768924302788843,0.3972296268088347,0.4657344659730839,0.29605387971921837,0.20682597105864434,0.2564188221819223
Michigan,IRON COUNTY,5988,5910,6789,2687,2004,2493,3224,3675,4216,9638,9321,9210,0.6212907242166424,0.6340521403282909,0.7371335504885993,red,red,red,0.3345092342809712,0.3942710009655616,0.45776330076004346,0.278792280556132,0.2149983907306083,0.27068403908794786
Michigan,ISABELLA COUNTY,24119,25392,29409,13038,11404,14072,10800,12338,14815,58397,58857,57748,0.4130177920098635,0.43141852286049237,0.5092643901087484,blue,red,red,0.18494100724352278,0.20962672239495728,0.2565456812357138,0.22326489374454167,0.1937577518392035,0.2436794347856203
Michigan,JACKSON COUNTY,69446,69677,80845,32301,25795,31995,36298,39793,47372,123721,123719,124689,0.5613113376063885,0.563187545971112,0.6483731524031792,red,red,red,0.29338592478237324,0.32164016844623705,0.3799212440552094,0.2610793640529902,0.20849667391427348,0.25659841686115054
Michigan,KALAMAZOO COUNTY,123178,126299,143376,69051,67148,83686,52662,51034,56823,198232,204262,208176,0.6213830259493927,0.6183186299948106,0.6887249250634079,blue,blue,blue,0.26565842043666005,0.2498457862940733,0.27295653677657367,0.34833427499091973,0.3287346643036884,0.4019963876719699
Michigan,KALKASKA COUNTY,8299,8833,10630,3272,2280,3002,4901,6116,7436,13331,13567,14343,0.622533943440102,0.6510650843959608,0.7411280764135816,red,red,red,0.36763933688395467,0.4507997346502543,0.5184410513839504,0.24544295251669043,0.16805483894744602,0.20930070417625324
Michigan,KENT COUNTY,292985,308184,360839,133408,138683,187915,155925,148180,165741,457700,484905,499890,0.6401245357220887,0.635555418071581,0.7218368040969013,red,red,blue,0.3406707450294953,0.30558563017498275,0.3315549420872592,0.2914747651299978,0.28600035058413503,0.3759127007941747
Michigan,KEWEENAW COUNTY,1392,1434,1557,582,527,672,774,814,862,1782,1791,1813,0.7811447811447811,0.8006700167504187,0.8587975730832874,red,red,red,0.43434343434343436,0.45449469570072587,0.47545504688361834,0.3265993265993266,0.294249022892239,0.37065637065637064
Michigan,LAKE COUNTY,5287,5328,6323,2752,1939,2288,2487,3159,3946,9500,9914,9901,0.5565263157894736,0.5374218277183781,0.6386223613776386,blue,red,red,0.2617894736842105,0.3186403066370789,0.39854560145439855,0.28968421052631577,0.19558200524510794,0.2310877689122311
Michigan,LAPEER COUNTY,43115,45183,52640,18796,12734,16367,23734,30037,35482,67899,69281,69822,0.6349872604898452,0.6521701476595315,0.7539171034917361,red,red,red,0.34954859423555573,0.433553210837026,0.5081779381856721,0.27682292817272713,0.18380219685050736,0.23441035776689295
Michigan,LEELANAU COUNTY,14176,14757,16898,6576,6774,8795,7483,7239,7916,17542,17933,18267,0.8081176604720101,0.8228963363631294,0.9250561121147425,red,red,blue,0.4265762170790104,0.4036692131824012,0.43334975639130674,0.37487173640405885,0.3777393631851893,0.48146931625335304
Michigan,LENAWEE COUNTY,44724,45939,53374,21776,16750,20918,22351,26430,31541,76914,77406,77991,0.5814806147125361,0.5934811254941478,0.6843610160146684,red,red,red,0.29059729048027666,0.3414463995039144,0.40441845854008796,0.2831214083261825,0.21639149419941606,0.2682104345373184
Michigan,LIVINGSTON COUNTY,98337,105866,127166,37216,34384,48220,60083,65680,76982,138481,146897,151981,0.7101118565001697,0.7206818382948597,0.8367230114290602,red,red,red,0.4338717946866357,0.4471160064535014,0.506523841796014,0.26874444869693315,0.2340687692737088,0.31727650166797167
Michigan,LUCE COUNTY,2596,2579,3001,991,681,842,1580,1756,2109,5363,5269,5226,0.48405743054260675,0.48946669197191117,0.5742441637964026,red,red,red,0.2946112250606004,0.3332700702220535,0.40355912743972444,0.1847846354652247,0.12924653634465744,0.16111748947569843
Michigan,MACKINAC COUNTY,6099,6097,7015,2652,2085,2632,3397,3744,4304,9124,8985,9099,0.668456817185445,0.6785754034501947,0.7709638421804594,red,red,red,0.3723147742218325,0.41669449081803006,0.47301901307836025,0.2906619903551074,0.23205342237061768,0.28926255632487086
Michigan,MACOMB COUNTY,404086,419312,494219,208016,176317,223952,191913,224665,263863,659229,681964,692171,0.6129675727251077,0.6148594353954168,0.714012866762693,blue,red,red,0.291117350723345,0.3294382108146471,0.38121071238176696,0.3155443707725237,0.2585429729428533,0.3235501053930315
Michigan,MANISTEE COUNTY,12402,12599,14654,6473,4979,6107,5737,6915,8321,20140,20134,20341,0.6157894736842106,0.6257574252508195,0.7204168919915441,blue,red,red,0.28485600794438926,0.34344889242078075,0.40907526670271865,0.3214001986097319,0.24729313598887454,0.3002310604198417
Michigan,MARQUETTE COUNTY,32194,32976,37458,18115,16042,20465,13606,14646,16286,55427,54478,54805,0.5808360546304148,0.605308564925291,0.683477784873643,blue,blue,blue,0.24547603153697656,0.2688424685194023,0.29716266763981386,0.32682627600267017,0.29446749146444434,0.3734148344129185
Michigan,MASON COUNTY,14604,14685,17249,6856,5281,6802,7580,8505,10207,22599,22882,23240,0.6462232842161157,0.6417708242286514,0.742211703958692,red,red,red,0.3354130713748396,0.37168953762782975,0.43919965576592085,0.30337625558653036,0.23079276287037848,0.29268502581755595
Michigan,MECOSTA COUNTY,16913,17168,21046,7515,5827,7375,9176,10305,13267,35121,35101,35416,0.48156373679564934,0.4891028745619783,0.5942511859046758,red,red,red,0.2612681871245124,0.293581379447879,0.37460469844138244,0.213974545143931,0.16600666647673856,0.20823921391461486
Michigan,MENOMINEE COUNTY,10923,10768,12606,5242,3539,4316,5564,6702,8117,18988,18832,18767,0.5752580577206657,0.5717926932880204,0.6717109820429478,red,red,red,0.2930271750579313,0.35588360237892946,0.43251452016838066,0.27606909627132925,0.18792480883602378,0.22997815314115203
Michigan,MIDLAND COUNTY,41754,42506,49073,17450,15635,20493,23919,23846,27675,64768,65366,65480,0.6446702075098815,0.6502769023651439,0.7494349419670129,red,red,red,0.36930274209486164,0.3648073922222562,0.42264813683567504,0.2694231719367589,0.23919162867545818,0.31296579108124617
Michigan,MISSAUKEE COUNTY,7027,7317,8754,2274,1565,1967,4665,5386,6648,11496,11532,11658,0.6112560890744607,0.6344953173777316,0.7509006690684509,red,red,red,0.4057933194154488,0.4670482136663198,0.5702521873391663,0.1978079331941545,0.13570933055844606,0.16872533882312574
Michigan,MONROE COUNTY,72853,74218,87148,36310,26863,32975,35593,43261,52710,115639,116568,118767,0.6300037184686827,0.6366927458650745,0.7337728493605126,blue,red,red,0.30779408331099367,0.37112243497357766,0.443810149283892,0.31399441364937436,0.23044917987783956,0.27764446352943156
Michigan,MONTCALM COUNTY,25431,26609,32086,11430,7874,9703,13621,16907,21815,48355,48672,49856,0.5259228621652363,0.5467003616042078,0.6435734916559692,red,red,red,0.28168751938786063,0.34736604207758054,0.4375601732991014,0.23637679660841693,0.16177679158448388,0.19462050706033376
Michigan,MONTMORENCY COUNTY,5051,5009,5859,2049,1287,1628,2928,3498,4171,7995,7834,7948,0.6317698561601001,0.6393923921368394,0.7371665827881227,red,red,red,0.36622889305816136,0.44651519019657904,0.5247861097131353,0.25628517823639774,0.1642838907327036,0.20483140412682435
Michigan,MUSKEGON COUNTY,76163,78088,92435,44436,37304,45643,30884,36127,45133,128860,132512,133824,0.5910523048269439,0.5892900265636319,0.6907206480153036,blue,blue,blue,0.239670960732578,0.27263191258150204,0.33725639646102346,0.34483936054632935,0.2815141270224583,0.34106737207077953
Michigan,NEWAYGO COUNTY,21478,22640,27156,8728,6212,7873,12457,15173,18857,36464,36992,38030,0.5890193067134708,0.6120242214532872,0.7140678411780174,red,red,red,0.3416246160596753,0.4101697664359862,0.495845385222193,0.23935936814392278,0.16792820069204153,0.20702077307388903
Michigan,OAKLAND COUNTY,651607,664614,770209,349002,343070,434148,296514,289203,325971,944719,981949,997704,0.6897363131259137,0.6768314851382302,0.771981469453866,blue,blue,blue,0.31386475766868244,0.29451936913220544,0.32672115176445116,0.3694241356424503,0.34937659695157286,0.43514709773640275
Michigan,OCEANA COUNTY,11450,11930,14062,5063,3973,4944,6239,7228,8892,19909,20177,20556,0.575116781355166,0.5912672845318927,0.6840825063241875,red,red,red,0.313375860163745,0.35822966744312834,0.43257443082311736,0.2543070972926817,0.1969073697774694,0.24051371862230006
Michigan,OGEMAW COUNTY,10361,10387,11907,4791,3030,3475,5437,6827,8253,17202,17003,17100,0.6023136844552959,0.6108921954949127,0.6963157894736842,red,red,red,0.3160678990815021,0.40151737928600834,0.4826315789473684,0.2785141262643879,0.17820384638005057,0.20321637426900585
Michigan,ONTONAGON COUNTY,3539,3426,3804,1586,1176,1391,1906,2066,2358,5502,5193,5005,0.643220647037441,0.659734257654535,0.76003996003996,red,red,red,0.34641948382406396,0.39784325052955904,0.47112887112887114,0.28825881497637224,0.22645869439630273,0.2779220779220779
Michigan,OSCEOLA COUNTY,10278,10609,12329,3981,2705,3214,6141,7336,8928,17717,17854,18240,0.5801207879437829,0.594208580710205,0.6759320175438597,red,red,red,0.34661624428514987,0.4108883163436765,0.48947368421052634,0.2246994412146526,0.15150666517307046,0.1762061403508772
Michigan,OSCODA COUNTY,4042,4073,4874,1657,1044,1342,2308,2843,3466,6890,6693,6646,0.5866473149492017,0.6085462423427461,0.7333734577189287,red,red,red,0.334978229317852,0.4247721500074705,0.521516701775504,0.24049346879535557,0.15598386373823397,0.20192597050857658
Michigan,OTSEGO COUNTY,11832,12538,14756,4681,3556,4743,7011,8266,9779,18703,19164,19545,0.6326257819601133,0.6542475474848675,0.7549756971092351,red,red,red,0.3748596481847832,0.43132957628887497,0.500332565873625,0.25028070363043364,0.18555625130452932,0.2426707597851113
Michigan,OTTAWA COUNTY,132312,142734,168627,42737,44973,64705,88166,88467,100913,202212,214472,222551,0.6543231855676221,0.6655134469767615,0.7577004821366787,red,red,red,0.4360077542381263,0.4124874109440859,0.45343763901308015,0.2113474966866457,0.20969170800850462,0.2907423466980602
Michigan,PRESQUE ISLE COUNTY,7080,7218,8342,3192,2400,2911,3794,4488,5342,10862,10666,10639,0.6518136623089671,0.6767297956122258,0.7840962496475232,red,red,red,0.3492911066102007,0.42077629851865744,0.5021148604192124,0.29386853249861905,0.22501406337896118,0.27361594134787104
Michigan,ROSCOMMON COUNTY,13032,13041,15018,6198,4287,5166,6701,8141,9670,20399,20198,20473,0.6388548458257758,0.6456579859392019,0.7335515068626972,red,red,red,0.32849649492622185,0.40305970888206755,0.4723294094661261,0.30383842345213,0.21224873749876225,0.2523323401553265
Michigan,SAGINAW COUNTY,98062,94320,103347,54381,44396,51088,42720,45469,50785,153567,150949,149676,0.638561670150488,0.6248468025624548,0.690471418263449,blue,red,blue,0.27818476625837585,0.3012209421725218,0.3392995537026644,0.3541190490144367,0.29411258107042776,0.3413239263475774
Michigan,SANILAC COUNTY,18369,19249,22446,7212,4873,5966,10963,13446,16194,32614,32390,32362,0.5632243821671675,0.594288360605125,0.6935912489957358,red,red,red,0.33614398724474154,0.415128125964804,0.500401705704221,0.22113202918991845,0.15044766903365236,0.18435201779865273
Michigan,SCHOOLCRAFT COUNTY,4048,4154,4745,1865,1369,1589,2142,2556,3090,6754,6615,6702,0.5993485342019544,0.6279667422524565,0.7079976126529394,red,red,red,0.3171453953212911,0.38639455782312926,0.4610564010743062,0.27613266212614745,0.20695389266817837,0.23709340495374515
Michigan,SHIAWASSEE COUNTY,33679,34111,39220,17197,12546,15347,15962,19230,23149,53400,53719,53942,0.6306928838951311,0.6349894823060742,0.7270772311000705,blue,red,red,0.29891385767790263,0.35797390122675404,0.4291461199065663,0.3220411985018727,0.23354865131517713,0.28450928775351303
Michigan,ST. CLAIR COUNTY,74181,78003,92063,33983,24553,31363,39271,49051,59185,124165,125264,126529,0.5974388917972053,0.6227088389321752,0.7276039485019244,red,red,red,0.31628075544638184,0.39158098096819516,0.4677583795019324,0.27369226432569566,0.1960100268233491,0.247872029337148
Michigan,ST. JOSEPH COUNTY,23341,23757,27935,10112,7526,9262,12978,14884,18127,45467,45668,46253,0.5133613389931159,0.5202110887273365,0.603960824162757,red,red,red,0.28543779004552755,0.32591749146010335,0.3919097139644996,0.22240306156113224,0.16479810808443549,0.20024647049921085
Michigan,TUSCOLA COUNTY,26003,25796,29442,11425,7429,8712,14240,17102,20297,42567,42150,41651,0.610872271947753,0.6120047449584816,0.7068737845429882,red,red,red,0.3345314445462447,0.4057413997627521,0.4873112290221123,0.26840040406887966,0.17625148279952552,0.20916664665914383
Michigan,VAN BUREN COUNTY,32837,33274,39063,16290,13258,16803,16141,17890,21591,56754,57381,58196,0.5785847693554639,0.5798783569474216,0.6712316997731803,blue,red,red,0.28440286147231914,0.3117756748749586,0.37100488006048526,0.28702822708531556,0.231052090413203,0.28873118427383326
Michigan,WASHTENAW COUNTY,179592,188578,216280,120890,128483,157136,56412,50631,56241,281258,296678,299837,0.6385311706689232,0.6356318972084213,0.721325253387674,blue,blue,blue,0.20057029488938982,0.170659772548015,0.18757191407331317,0.42981888515171124,0.4330722197129548,0.524071412133926
Michigan,WAYNE COUNTY,815825,777838,872383,595846,519444,597170,213814,228993,264553,1357235,1340387,1337049,0.6010933994481428,0.5803085228370612,0.6524689820642325,blue,blue,blue,0.15753646199810645,0.1708409586186676,0.1978633542974117,0.4390146142709258,0.3875328543174471,0.4466328459166418
Michigan,WEXFORD COUNTY,14853,15298,18265,6184,4436,5838,8450,10000,12102,24831,25295,25887,0.5981635858402803,0.6047835540620676,0.7055665005601267,red,red,red,0.3403004309129717,0.39533504645186796,0.46749333642368757,0.24904353429181264,0.17537062660604863,0.22551860006953298
